ID,Study_Title,Document_Reference,Publication_year,Country_application,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Criteria_Group_1,Criteria_Group_2,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Distance from residential areas,Distance to urban areas,0.264,1,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Unsaturated zone depth,Soil depth,0.095,5,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,0.095,5,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Water quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Chlorides),Groundwater - Chloride,0.01,8,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Water quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Sulphates),Groundwater - Sulphates,0.021,7,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Water quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Salinity),Groundwater - Salinity,0.135,3,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Water quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Nitrates),Groundwater - Nitrates,0.034,6,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil salinity,Soil salinity,0.028,7,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Management criteria,Economic criteria,Elevation from wastetreatment plant to land use,Elevation from wastetreatment plant to land use,0.11,4,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use and the cost of the land to apply the MAR,Land use/ land cover,0.025,7,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Management criteria,Economic criteria,Distance to waste water treatment plant,Distance between water supply sources and MAR site,0.195,2,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,0.014,8,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Distance from roads,Distance to roads,NA,NA,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
8,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",2015,Tunisia,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Distance from water bodies,Distance from water bodies,NA,NA,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater
9,Identification of potential artificial groundwater recharge zones in Northwestern Saudi Arabia using GIS and Boolean logic,"Zaidi, 2015",2015,Saudi Arabia,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil Texture,Hydrological soils,NA,NA,Boolean logic,Boolean logic,Yes,"Slope (>5 degrees); Soil texture (loamy/Rocky, Sandy/Clay); Vadose zone thickness (<20 m or > 140 m); Ambient groundwater quality (TDS > 600 mg/L); Type of water bearing formation (Aquiclude, aquitard); Land use/ Land Cover (Urban, barren, rocks, agriculture)",No,Stormwater/surface runoff; Treated wastewater
9,Identification of potential artificial groundwater recharge zones in Northwestern Saudi Arabia using GIS and Boolean logic,"Zaidi, 2015",2015,Saudi Arabia,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Vadose zone thickness,Soil depth,NA,NA,Boolean logic,Boolean logic,Yes,"Slope (>5 degrees); Soil texture (loamy/Rocky, Sandy/Clay); Vadose zone thickness (<20 m or > 140 m); Ambient groundwater quality (TDS > 600 mg/L); Type of water bearing formation (Aquiclude, aquitard); Land use/ Land Cover (Urban, barren, rocks, agriculture)",No,Stormwater/surface runoff; Treated wastewater
9,Identification of potential artificial groundwater recharge zones in Northwestern Saudi Arabia using GIS and Boolean logic,"Zaidi, 2015",2015,Saudi Arabia,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Type of water bearing formation (aquifer type),Hydrogeology,NA,NA,Boolean logic,Boolean logic,Yes,"Slope (>5 degrees); Soil texture (loamy/Rocky, Sandy/Clay); Vadose zone thickness (<20 m or > 140 m); Ambient groundwater quality (TDS > 600 mg/L); Type of water bearing formation (Aquiclude, aquitard); Land use/ Land Cover (Urban, barren, rocks, agriculture)",No,Stormwater/surface runoff; Treated wastewater
9,Identification of potential artificial groundwater recharge zones in Northwestern Saudi Arabia using GIS and Boolean logic,"Zaidi, 2015",2015,Saudi Arabia,Yes,No,No,No,No,No,Water quality,Groundwater quality,Groundwater quality (TotalDisolvedSolids),Groundwater - Total Dissolved Solids,NA,NA,Boolean logic,Boolean logic,Yes,"Slope (>5 degrees); Soil texture (loamy/Rocky, Sandy/Clay); Vadose zone thickness (<20 m or > 140 m); Ambient groundwater quality (TDS > 600 mg/L); Type of water bearing formation (Aquiclude, aquitard); Land use/ Land Cover (Urban, barren, rocks, agriculture)",No,Stormwater/surface runoff; Treated wastewater
9,Identification of potential artificial groundwater recharge zones in Northwestern Saudi Arabia using GIS and Boolean logic,"Zaidi, 2015",2015,Saudi Arabia,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,NA,NA,Boolean logic,Boolean logic,Yes,"Slope (>5 degrees); Soil texture (loamy/Rocky, Sandy/Clay); Vadose zone thickness (<20 m or > 140 m); Ambient groundwater quality (TDS > 600 mg/L); Type of water bearing formation (Aquiclude, aquitard); Land use/ Land Cover (Urban, barren, rocks, agriculture)",No,Stormwater/surface runoff; Treated wastewater
9,Identification of potential artificial groundwater recharge zones in Northwestern Saudi Arabia using GIS and Boolean logic,"Zaidi, 2015",2015,Saudi Arabia,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,NA,NA,Boolean logic,Boolean logic,Yes,"Slope (>5 degrees); Soil texture (loamy/Rocky, Sandy/Clay); Vadose zone thickness (<20 m or > 140 m); Ambient groundwater quality (TDS > 600 mg/L); Type of water bearing formation (Aquiclude, aquitard); Land use/ Land Cover (Urban, barren, rocks, agriculture)",No,Stormwater/surface runoff; Treated wastewater
10,Application of digital techniques to identify aquifer artificial recharge sites in GIS environment,"Mahdavi, 2011",2011,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,1,3,Boolean logic; Fuzzy membership,Fuzzy logic; Boolean logic,Yes,"Slope (> 8%); Surface permeability (<25 mm/hour); Unsaturated zone thickness of alluvium (<20 m); Chemical quality of groundwater in alluvium -EC (>2250 ‘mohs/cm); Land use (agriculture, urban, water, rock)",No,Stormwater/surface runoff
10,Application of digital techniques to identify aquifer artificial recharge sites in GIS environment,"Mahdavi, 2011",2011,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil surface infiltration rate,Hydrological soils,1,1,Boolean logic; Fuzzy membership,Fuzzy logic; Boolean logic,Yes,"Slope (> 8%); Surface permeability (<25 mm/hour); Unsaturated zone thickness of alluvium (<20 m); Chemical quality of groundwater in alluvium -EC (>2250 ‘mohs/cm); Land use (agriculture, urban, water, rock)",No,Stormwater/surface runoff
10,Application of digital techniques to identify aquifer artificial recharge sites in GIS environment,"Mahdavi, 2011",2011,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Unsaturated zone thickness of alluvium,Unsaturated zone thickness of alluvium,1,2,Boolean logic; Fuzzy membership,Fuzzy logic; Boolean logic,Yes,"Slope (> 8%); Surface permeability (<25 mm/hour); Unsaturated zone thickness of alluvium (<20 m); Chemical quality of groundwater in alluvium -EC (>2250 ‘mohs/cm); Land use (agriculture, urban, water, rock)",No,Stormwater/surface runoff
10,Application of digital techniques to identify aquifer artificial recharge sites in GIS environment,"Mahdavi, 2011",2011,Iran,Yes,No,No,No,No,No,Water quality,Groundwater quality,Chemical quality of groundwater in alluvium (electrical conductivity),Groundwater quality - Electrical conductivity,1,4,Boolean logic; Fuzzy membership,Fuzzy logic; Boolean logic,Yes,"Slope (> 8%); Surface permeability (<25 mm/hour); Unsaturated zone thickness of alluvium (<20 m); Chemical quality of groundwater in alluvium -EC (>2250 ‘mohs/cm); Land use (agriculture, urban, water, rock)",No,Stormwater/surface runoff
10,Application of digital techniques to identify aquifer artificial recharge sites in GIS environment,"Mahdavi, 2011",2011,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,NA,NA,Boolean logic; Fuzzy membership,Fuzzy logic; Boolean logic,Yes,"Slope (> 8%); Surface permeability (<25 mm/hour); Unsaturated zone thickness of alluvium (<20 m); Chemical quality of groundwater in alluvium -EC (>2250 ‘mohs/cm); Land use (agriculture, urban, water, rock)",No,Stormwater/surface runoff
11,Identification of groundwater recharge potential zones for a watershed using remote sensing and GIS,"Patil, 2014",2014,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,20,2,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
11,Identification of groundwater recharge potential zones for a watershed using remote sensing and GIS,"Patil, 2014",2014,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Geomorphology,Geomorphology,25,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
11,Identification of groundwater recharge potential zones for a watershed using remote sensing and GIS,"Patil, 2014",2014,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,25,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
11,Identification of groundwater recharge potential zones for a watershed using remote sensing and GIS,"Patil, 2014",2014,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil,Soil type,20,2,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
11,Identification of groundwater recharge potential zones for a watershed using remote sensing and GIS,"Patil, 2014",2014,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,5,3,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
11,Identification of groundwater recharge potential zones for a watershed using remote sensing and GIS,"Patil, 2014",2014,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Lineament density,Lineament density,5,3,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
12,Use of remote sensing and GIS to determine recharge potential zones: the case of Occidental Lebanon,"Shaban, 2005",2005,Lebanon,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Lineaments density,Lineament density,3,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
12,Use of remote sensing and GIS to determine recharge potential zones: the case of Occidental Lebanon,"Shaban, 2005",2005,Lebanon,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage (sum of all drainage orders),Drainage order number,2.5,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
12,Use of remote sensing and GIS to determine recharge potential zones: the case of Occidental Lebanon,"Shaban, 2005",2005,Lebanon,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,4,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
12,Use of remote sensing and GIS to determine recharge potential zones: the case of Occidental Lebanon,"Shaban, 2005",2005,Lebanon,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Karstic domains,Karstic domains,2.5,3,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
12,Use of remote sensing and GIS to determine recharge potential zones: the case of Occidental Lebanon,"Shaban, 2005",2005,Lebanon,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,2.5,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff
13,"Delineation of potential zones for artificial recharge using GIS in Theni district, Tamilnadu, India","Sukumar, 2010",2010,India,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,14,4,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
13,"Delineation of potential zones for artificial recharge using GIS in Theni district, Tamilnadu, India","Sukumar, 2010",2010,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Drainage intensity,Drainage density/Drainage intensity,8,5,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
13,"Delineation of potential zones for artificial recharge using GIS in Theni district, Tamilnadu, India","Sukumar, 2010",2010,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,6,6,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
13,"Delineation of potential zones for artificial recharge using GIS in Theni district, Tamilnadu, India","Sukumar, 2010",2010,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Permeability (soil),Hydrological soils,24,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
13,"Delineation of potential zones for artificial recharge using GIS in Theni district, Tamilnadu, India","Sukumar, 2010",2010,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Effective soil depth,Soil depth,20,2,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
13,"Delineation of potential zones for artificial recharge using GIS in Theni district, Tamilnadu, India","Sukumar, 2010",2010,India,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Soil water holding capacity,Soil water holding capacity,18,3,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Environmental criteria,Environmental criteria,Rainfall,Rainfall,15,1,Rating method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Technical criteria,Surface characteristics,Lineament density,Lineament density,13,6,Rating method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Technical criteria,Surface characteristics,Slope,Slope,11,4,Rating method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,10,6,Rating method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,10,6,Rating method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,15,2,Rating method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Technical criteria,Surface characteristics,Geomorphology,Geomorphology,12,5,Rating method,WLC,No,NA,No,Stormwater/surface runoff
14,"An approach to delineate groundwater recharge potential sites in Ambalantota, Sri Lanka using GIS techniques","Senanayake, 2016",2016,Sri Lanka,Yes,Yes,Yes,Yes,No,No,Technical criteria,Surface characteristics,Soil type layers,Soil type,14,3,Rating method,WLC,No,NA,No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,1,5,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Surface characteristics,Landforms,Geomorphology,1,1,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Surface characteristics,150 m buffer from lineaments,Distance to Lineaments / Faults,1,3,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Surface characteristics,Land use/Land cover,Land use/ land cover,1,1,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Management criteria,Socio-environmental impact,"Over water bodies, settlements or forests","presence of water bodies, settlements or forests",1,NA,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Surface characteristics,Drainage density,Drainage density/Drainage intensity,1,3,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Surface characteristics,Hydrological soils (permeability),Hydrological soils,1,4,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Aquifer characteristics,Weathered zone thickness,Weathered zone thickness,1,2,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Aquifer characteristics,Fractured zone thickness,Fractured zone thickness,1,2,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
15,Groundwater resources development in hard rock terrain - An Approach using remote sensing and GIS techniques,"Krishnamurthy, 2000",2000,India,Yes,No,Yes,No,No,No,Technical criteria,Aquifer characteristics,Groundwater yields,Groundwater yields,1,2,Ranking method,WLC,Yes,"(Water bodies, settlements, forest area)",No,Stormwater/surface runoff
16,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",2005,USA,No,No,No,Yes,No,No,Environmental criteria,Environmental criteria,"Ecological Suitability-Based on rarity,sensitivity","Ecological Suitability-Based on rarity,sensitivity",1,1,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water
16,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",2005,USA,No,No,No,Yes,No,No,Management criteria,Economic criteria,Location of existing wells,Presence of existing wells,NA,NA,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water
16,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",2005,USA,No,No,No,Yes,No,No,Water quality,General,Source water quality,Source water quality,1,1,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water
16,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",2005,USA,No,No,No,Yes,No,No,Management criteria,socio-environmental impact,Road Density,Road Density,1,1,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water
